"VT" "OTU" "E3.BT" "E5.BT" "T1BT.BE" "E9.BE" "T3BT.BE" "E10.BT" "E7.BE" "T4BT.BE" "E8.BE" "E8.BT" "E13.BE" "P4E2.SR3.R4" "E16.BT" "E13.BT" "E6.BT" "T4BT.BT" "E12.BE" "E2.BT" "T2BT.BT" "E2.BE" "B2P3.MV4" "B1P7.MV4" "E15.BT" "T5BT.BE" "T1BT.BT" "T2BT.BE" "E16.BE" "E14.BE" "E1.BT" "E15.BE" "E1.BE" "E12.BT" "E4.BT" "E11.BT" "E11.BE" "E9.BT" "E17.BE" "E14.BT" "E7.BT" "T1.MV4" "B2P2.MV8" "B1P3.MV8" "B3P4.MV4" "B3P1.MV8" "B3P7.MV4" "B3P3.MV8" "T5.MV4" "B3P6.MV8" "P4E1.SR3.R4" "B2P1.MV8" "B3P5.MV8" "B2P4.MV4" "T1.SR3.R4" "T3.MV8" "B1P2.MV8" "T4.MV8" "T5.MV8" "B3P7.MV8" "B3P2.MV8" "B2P7.MV4" "B3P5.MV4" "T1.MV8" "P1E1.SR3.R4" "B3P2.MV4" "P1E3.SR3.R4" "B1P6.MV4" "B3P6.MV4" "B1P5.MV8" "B1P3.MV4" "B3P1.MV4" "T2.MV4" "B1P7.MV8" "T4.SR3.R4" "B3P4.MV8" "T4.MV4" "B2P6.MV4" "P3E1.SR3.R4" "B2P1.MV4" "B2P4.MV8" "P5E3.SR3R4" "P3E4.SR3.R4" "B1P1.MV8" "B1P8.MV8" "B2P6.MV8" "B1P4.MV8" "B1P4.MV4" "T2.MV8" "B2P5.MV4" "B2P2.MV4" "T3.MV4" "B2P8.MV8" "B1P6.MV8" "B1P1.MV4" "B1P5.MV4" "B2P3.MV8" "B3P3.MV4" "P5E2.SR3.R4" "B2P5.MV8" "B2P7.MV8" "P3E3.SR3.R4" "P1E4.SR3.R4" "P3E2.SR3.R4" "T6.SR3.R4" "T5.SR3.R4" "P2E3.SR3.R4" "P5E1.SR3.R4" "P4E4.SR3.R4" "P2E1.SR3.R4" "T3.SR3.R4" "T2.SR3.R4" "P5E4.SR3.R4" "P1E2.SR3.R4" "P2E4.SR3.R4" "P4E3.SR3.R4" "P2E2.SR3.R4" "B1P2.MV4" "OTU.phylogeny"
"VTX00172" "OTU9.22712698793795e+31" 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 16 3 0 0 100 0 1 0 0 0 0 5 70 0 5 0 0 0 8 0 0 4 0 0 7 1 0 4 10 0 0 0 0 1 0 0 0 0 0 0 7 0 0 0 0 0 0 13 15 0 0 0 0 0 4 0 0 0 0 11 27 167 0 0 6 24 18 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00172" "OTU6.87670632990027e+31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00172" "OTU3.77598748466603e+31" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 46 0 0 0 10 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00172" "OTU5.89993224232248e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00172" "OTU9.18281273475379e+32" 0 0 2 0 0 0 3 12 0 0 0 0 0 0 0 0 1 0 0 6 0 0 0 0 0 0 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 5 2 5 0 0 0 63 0 2 0 38 2 0 1 1 4 5 8 143 0 2 0 0 0 17 0 0 14 0 0 15 7 0 0 23 0 0 3 0 0 0 0 0 0 0 0 130 0 0 0 0 0 0 36 24 0 2 0 0 0 2 0 6 0 0 9 37 174 24 2 11 31 21 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00172" "OTU3.01413830091747e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 33 1 1 0 144 0 0 0 0 3 1 6 118 2 7 0 0 0 1 0 0 1 0 0 23 2 0 1 4 0 0 12 0 2 0 0 0 0 0 0 9 0 0 0 0 0 0 57 12 0 1 0 0 0 3 0 0 0 0 2 36 237 12 1 5 32 19 2 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00188" "OTU2.7850728680615e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 0 0 129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU7.58467798776472e+32" 1 0 0 2 5 0 6 5 9 2 1 0 2 0 0 0 2 0 0 5 395 28 0 6 0 11 3 3 0 15 1 0 3 0 17 3 2 2 1 0 161 53 2 634 51 23 11 8 120 1 29 135 6 355 485 513 5 12 2 224 274 1786 168 0 2 11 8 0 175 1 4 90 0 49 6 145 88 0 72 0 269 95 16 41 0 5 15 7 4 11 3 7 0 5 0 23 0 7 22 176 21 0 421 276 2289 2 3 8 4 1 4 4 5 0 238 5 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU7.66557254988786e+32" 48 363 361 868 531 915 1951 1359 1109 1999 271 104 143 34 127 217 786 28 27 907 3341 336 44 1216 31 1821 1814 399 18 4157 459 50 133 12 4474 123 670 309 619 87 1021 91 430 623 1335 3715 217 110 5 189 1067 146 2343 2173 854 1293 161 2900 601 499 1976 1686 112 0 345 1696 876 0 480 286 978 291 4 1747 850 3028 10 544 340 1 478 1611 1511 590 2 660 177 1614 331 583 955 1628 0 1989 396 589 0 928 764 307 75 48 78 1472 1325 784 522 549 1019 198 1240 1420 738 1 4921 599 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU7.56813320745351e+32" 2 4 32 17 22 12 122 154 39 151 17 3 4 0 3 4 58 0 0 61 210 21 0 82 0 257 44 19 0 168 22 4 1 0 172 1 26 9 23 1 76 23 41 16 118 276 14 10 1 13 79 13 100 149 95 105 11 128 84 27 148 95 13 0 17 73 66 0 73 45 34 8 0 125 45 108 7 18 23 0 4 76 95 40 0 13 22 46 42 95 67 76 0 108 11 69 0 82 56 28 8 2 3 88 174 22 20 28 58 18 52 41 32 0 166 13 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU3.08130341523679e+32" 4 5 3 8 7 3 27 23 11 31 2 0 1 0 0 6 7 1 2 20 32 1 1 21 0 12 28 8 0 70 1 1 4 0 42 0 6 2 10 5 1 4 5 5 13 11 0 0 2 5 0 1 88 28 3 21 1 11 1 0 36 1 1 0 4 3 10 0 9 7 0 0 0 1 0 0 0 19 0 0 1 19 7 18 0 8 0 0 2 0 15 6 0 26 2 0 0 1 7 3 0 0 3 21 11 11 4 19 19 13 18 25 0 0 71 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU3.91645448703535e+32" 1 7 4 11 10 17 20 15 11 15 1 0 1 0 1 1 10 0 0 7 5 0 0 10 0 24 21 5 0 76 3 0 2 0 43 2 16 7 7 0 0 0 0 1 0 11 0 0 0 0 0 0 4 1 3 2 0 4 0 2 2 2 0 0 0 2 1 0 2 1 1 0 0 3 1 15 0 0 2 0 2 3 3 0 0 1 0 0 0 1 1 2 0 3 0 0 0 1 0 0 0 1 0 2 3 2 0 0 0 0 0 3 0 0 17 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU5.25057181331796e+32" 0 4 1 1 3 0 17 9 0 4 0 0 1 0 0 0 9 0 0 9 24 0 0 4 0 6 17 7 0 70 1 0 0 0 17 3 3 0 0 0 0 0 1 1 6 5 0 0 0 0 2 0 0 0 0 7 0 6 3 0 2 0 0 0 0 0 2 0 0 5 0 0 0 2 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 7 0 0 0 0 0 1 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU5.95588303879641e+32" 0 0 0 0 0 0 0 0 8 20 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 1 0 1 0 1 0 0 0 0 0 0 2 0 9 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU2.81661183620816e+32" 1 0 0 0 6 5 4 5 2 15 0 0 0 0 0 1 2 0 0 7 0 0 0 8 0 0 0 1 0 10 0 1 0 0 7 0 0 0 2 0 0 2 0 4 0 0 0 0 0 0 0 0 0 1 1 3 0 1 0 0 7 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 0 0 0 2 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU2.03016173514914e+32" 0 1 0 1 32 12 9 22 0 27 6 1 0 0 0 0 4 0 0 4 3 0 0 59 2 12 14 0 0 80 0 0 0 0 32 0 10 5 0 0 1 0 0 0 1 3 0 0 0 0 0 2 1 3 0 1 1 3 2 1 21 2 0 0 1 2 0 0 0 0 1 0 0 0 2 2 0 1 1 0 0 3 2 13 0 2 0 1 1 0 1 3 0 2 1 0 0 0 1 0 1 0 0 2 2 4 0 1 0 1 0 0 1 0 3 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU3.83128875611636e+32" 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 2 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00193" "OTU4.14140858078625e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0 0 1 0 0 2 9 0 0 0 0 3 3 7 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 2 4 10 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00195" "OTU1.71662521053989e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 5 4 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00195" "OTU4.25186991191033e+32" 1 3 0 1 2 0 4 0 0 5 0 1 0 0 0 0 0 0 4 0 0 4 0 5 0 2 1 3 0 4 2 9 0 0 2 0 1 0 2 0 1 0 0 0 1 2 0 0 6 0 0 4 0 4 2 0 1 0 0 1 6 5 1 0 1 3 8 0 0 1 0 0 0 0 0 1 2 1 2 0 0 5 1 3 0 0 4 0 0 1 5 1 0 0 0 1 0 11 3 1 0 0 6 3 0 0 0 0 4 0 5 0 0 1 2 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00195" "OTU9.28812163752983e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 3 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00195" "OTU5.40815048074947e+32" 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00195" "OTU1.09521497851507e+32" 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 8 0 0 0 1 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 1 5 0 0 2 0 3 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00195" "OTU7.99443717323466e+32" 0 7 6 12 26 1 100 8 23 99 0 1 5 0 12 5 1 0 18 1 0 6 0 100 1 20 8 22 0 33 10 42 7 15 18 1 13 0 3 0 3 10 14 4 5 27 0 8 2 21 5 62 0 61 24 20 2 28 40 5 30 16 0 17 12 20 135 0 8 8 3 0 0 9 12 12 32 10 40 4 0 5 32 74 0 0 104 0 46 83 135 10 15 236 13 5 5 289 70 3 1 0 8 6 0 0 0 0 16 0 4 3 0 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00195" "OTU3.14835193616027e+32" 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 0 4 0 0 0 0 0 0 2 1 2 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 2 0 1 0 0 0 1 0 0 0 0 0 0 0 1 10 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 3 0 0 5 0 2 0 2 2 0 13 1 0 0 8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00195" "OTU1.35541288080887e+31" 2 0 0 1 9 0 18 2 1 22 0 0 2 0 1 3 1 0 5 0 0 3 0 23 0 1 2 6 0 10 1 11 0 1 1 0 1 0 5 1 1 2 1 3 0 5 2 1 1 7 0 15 0 18 8 3 0 5 7 1 8 3 0 5 2 4 29 0 1 4 1 0 0 0 1 1 4 7 11 0 0 1 3 10 0 2 22 0 4 16 24 0 3 34 4 0 1 56 14 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00197" "OTU8.97313515537089e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00199" "OTU9.90842235031614e+32" 1 0 2 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00199" "OTU9.0585022799036e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00199" "OTU5.56456906707407e+32" 0 0 0 0 3 3 0 0 0 2 0 0 0 0 0 0 0 0 0 13 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 3 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 4 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00199" "OTU3.00068685433221e+32" 70 23 460 0 35 2 1 466 0 0 0 0 0 0 0 0 1 0 0 6705 0 0 0 0 17 55 0 0 0 0 14 59 0 79 0 0 21 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 3 1 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00199" "OTU6.75895547905096e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00199" "OTU6.93443252636531e+32" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00199" "OTU7.11614765378975e+32" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
